Client Name,ProgramID,Program Name,Program Status,,is Anonymous Match,Program Created At,# Notes by programs,# Users by Program,# Users who requested match by program,# Users who were requested,# Requests by program,# Partnerships Complete,# Partnerships In Progress,# Partnerships Not Started,# Partnerships by Status,# Notes Completed by Program
Toyota Quality,1,Inspiring Growth and Development,ACTIVE,No,0,2021-03-31 20:07:21,,4,1,1,1,,,,,
Toyota Quality,1,Inspiring Growth and Development,ACTIVE,No,0,2021-03-31 20:07:21,,,,,,0,0,1,1,
Women in Automotive,4,WomenPowered Mentoring Program,ACTIVE,No,0,2021-04-02 16:47:48,46,,,,,,,,,
Women in Automotive,5,WomenPowered Circle Mentoring,ACTIVE,No,0,2022-03-24 20:42:51,,3,0,0,0,,,,,
Women in Automotive,4,WomenPowered Mentoring Program,ACTIVE,No,0,2021-04-02 16:47:48,,47,6,4,8,,,,,
Women in Automotive,4,WomenPowered Mentoring Program,ACTIVE,No,0,2021-04-02 16:47:48,,,,,,0,3,0,3,
Women in Automotive,4,WomenPowered Mentoring Program,ACTIVE,No,0,2021-04-02 16:47:48,,,,,,0,0,3,3,
Women in Automotive,4,WomenPowered Mentoring Program,ACTIVE,No,0,2021-04-02 16:47:48,,,,,,,,,,26
Janssen,1,MeSA Mentoring Place,ACTIVE,No,0,2021-10-14 17:24:25,638,,,,,,,,,
Janssen,2,The Expertise Alliance,ACTIVE,No,0,2022-04-01 19:10:27,69,,,,,,,,,
Janssen,1,MeSA Mentoring Place,ACTIVE,No,0,2021-10-14 17:24:25,,153,0,0,0,,,,,
Janssen,2,The Expertise Alliance,ACTIVE,No,0,2022-04-01 19:10:27,,54,0,0,0,,,,,
Janssen,1,MeSA Mentoring Place,ACTIVE,No,0,2021-10-14 17:24:25,,,,,,0,63,0,63,
Janssen,1,MeSA Mentoring Place,ACTIVE,No,0,2021-10-14 17:24:25,,,,,,0,0,20,20,
Janssen,2,The Expertise Alliance,ACTIVE,No,0,2022-04-01 19:10:27,,,,,,1,0,0,1,
Janssen,2,The Expertise Alliance,ACTIVE,No,0,2022-04-01 19:10:27,,,,,,0,0,15,15,
Janssen,2,The Expertise Alliance,ACTIVE,No,0,2022-04-01 19:10:27,,,,,,0,21,0,21,
Janssen,1,MeSA Mentoring Place,ACTIVE,No,0,2021-10-14 17:24:25,,,,,,,,,,290
Janssen,2,The Expertise Alliance,ACTIVE,No,0,2022-04-01 19:10:27,,,,,,,,,,34
Merck,6,1:1 INSPIRE Mentoring (Demo),ACTIVE,No,0,2022-05-12 21:24:42,2,,,,,,,,,
Merck,1,Merck LEAD Mentoring Phase 3 - 1:1 Mentoring,ACTIVE,No,0,2021-10-04 0:30:28,217,,,,,,,,,
Merck,7,Rainbow Alliance Mentoring Program,ACTIVE,No,0,2022-09-09 20:58:35,3,,,,,,,,,
Merck,6,1:1 INSPIRE Mentoring (Demo),ACTIVE,No,0,2022-05-12 21:24:42,,2,0,0,0,,,,,
Merck,5,Demo Mentor Program (Voluntary Matching),ACTIVE,No,0,2022-01-25 21:42:35,,5,0,0,0,,,,,
Merck,3,Merck LEAD Mentoring Phase 1 - Foundation Building,ACTIVE,No,0,2021-11-03 17:38:52,,67,0,0,0,,,,,
Merck,4,Merck LEAD Mentoring Phase 2 - Skill Building,ACTIVE,No,0,2021-11-03 17:39:56,,63,0,0,0,,,,,
Merck,1,Merck LEAD Mentoring Phase 3 - 1:1 Mentoring,ACTIVE,No,0,2021-10-04 0:30:28,,105,0,0,0,,,,,
Merck,7,Rainbow Alliance Mentoring Program,ACTIVE,No,0,2022-09-09 20:58:35,,34,0,0,0,,,,,
Merck,6,1:1 INSPIRE Mentoring (Demo),ACTIVE,No,0,2022-05-12 21:24:42,,,,,,0,1,0,1,
Merck,1,Merck LEAD Mentoring Phase 3 - 1:1 Mentoring,ACTIVE,No,0,2021-10-04 0:30:28,,,,,,0,40,0,40,
Merck,1,Merck LEAD Mentoring Phase 3 - 1:1 Mentoring,ACTIVE,No,0,2021-10-04 0:30:28,,,,,,0,0,15,15,
Merck,1,Merck LEAD Mentoring Phase 3 - 1:1 Mentoring,ACTIVE,No,0,2021-10-04 0:30:28,,,,,,1,0,0,1,
Merck,7,Rainbow Alliance Mentoring Program,ACTIVE,No,0,2022-09-09 20:58:35,,,,,,0,3,0,3,
Merck,7,Rainbow Alliance Mentoring Program,ACTIVE,No,0,2022-09-09 20:58:35,,,,,,0,0,14,14,
Merck,1,Merck LEAD Mentoring Phase 3 - 1:1 Mentoring,ACTIVE,No,0,2021-10-04 0:30:28,,,,,,,,,,67
Merck,7,Rainbow Alliance Mentoring Program,ACTIVE,No,0,2022-09-09 20:58:35,,,,,,,,,,1
LEO Pharma,1,LEO ONE Mentoring Program,ACTIVE,No,0,2021-10-19 19:06:52,2,,,,,,,,,
LEO Pharma,1,LEO ONE Mentoring Program,ACTIVE,No,0,2021-10-19 19:06:52,,392,1,1,1,,,,,
LEO Pharma,3,LEO Pharma - 002,INACTIVE,No,0,2021-12-07 22:04:54,,2,0,0,0,,,,,
LEO Pharma,1,LEO ONE Mentoring Program,ACTIVE,No,0,2021-10-19 19:06:52,,,,,,0,1,0,1,
National Church Residences,2,A.I.M. Mentoring Program,ACTIVE,No,0,2022-03-14 15:54:59,33,,,,,,,,,
National Church Residences,2,A.I.M. Mentoring Program,ACTIVE,No,0,2022-03-14 15:54:59,,4,0,0,0,,,,,
National Church Residences,1,National Church Residences Mentorship Program,ACTIVE,No,0,2021-10-14 17:24:25,,3,0,0,0,,,,,
National Church Residences,3,Pilot Demo for Education Team,ACTIVE,No,0,2022-03-14 15:56:53,,14,1,1,1,,,,,
National Church Residences,2,A.I.M. Mentoring Program,ACTIVE,No,0,2022-03-14 15:54:59,,,,,,0,2,0,2,
National Church Residences,2,A.I.M. Mentoring Program,ACTIVE,No,0,2022-03-14 15:54:59,,,,,,,,,,4
Mid Penn Bank,3,Career Mentor Program,ACTIVE,No,0,2022-03-28 14:14:51,204,,,,,,,,,
Mid Penn Bank,8,Financial Center Performance Meetings,ACTIVE,No,0,2022-07-19 17:36:25,9,,,,,,,,,
Mid Penn Bank,10,Quarterly Check-ins,ACTIVE,No,0,2022-08-05 15:09:50,14,,,,,,,,,
Mid Penn Bank,5,Summer Intern Mentorship Program 2022,ACTIVE,No,0,2022-05-06 13:58:06,56,,,,,,,,,
Mid Penn Bank,1,Test Career Mentor Program,ACTIVE,No,0,2022-03-17 22:50:53,84,,,,,,,,,
Mid Penn Bank,2,Test Emerging Leaders,ACTIVE,No,0,2022-03-21 19:16:24,2,,,,,,,,,
Mid Penn Bank,6,Test Monthly 1 on 1 meetings,ACTIVE,No,0,2022-05-23 18:25:39,32,,,,,,,,,
Mid Penn Bank,3,Career Mentor Program,ACTIVE,No,0,2022-03-28 14:14:51,,51,0,0,0,,,,,
Mid Penn Bank,4,Emerging Leaders 2022 Cohort 2,ACTIVE,No,0,2022-04-11 14:26:30,,16,0,0,0,,,,,
Mid Penn Bank,8,Financial Center Performance Meetings,ACTIVE,No,0,2022-07-19 17:36:25,,199,0,0,0,,,,,
Mid Penn Bank,10,Quarterly Check-ins,ACTIVE,No,0,2022-08-05 15:09:50,,33,0,0,0,,,,,
Mid Penn Bank,5,Summer Intern Mentorship Program 2022,ACTIVE,No,0,2022-05-06 13:58:06,,49,0,0,0,,,,,
Mid Penn Bank,1,Test Career Mentor Program,ACTIVE,No,0,2022-03-17 22:50:53,,8,0,0,0,,,,,
Mid Penn Bank,2,Test Emerging Leaders,ACTIVE,No,0,2022-03-21 19:16:24,,7,0,0,0,,,,,
Mid Penn Bank,7,Test Free for All,ENROLL,No,0,2022-05-27 18:25:01,,8,0,0,0,,,,,
Mid Penn Bank,6,Test Monthly 1 on 1 meetings,ACTIVE,No,0,2022-05-23 18:25:39,,10,0,0,0,,,,,
Mid Penn Bank,3,Career Mentor Program,ACTIVE,No,0,2022-03-28 14:14:51,,,,,,0,22,0,22,
Mid Penn Bank,3,Career Mentor Program,ACTIVE,No,0,2022-03-28 14:14:51,,,,,,0,0,3,3,
Mid Penn Bank,3,Career Mentor Program,ACTIVE,No,0,2022-03-28 14:14:51,,,,,,1,0,0,1,
Mid Penn Bank,8,Financial Center Performance Meetings,ACTIVE,No,0,2022-07-19 17:36:25,,,,,,0,0,159,159,
Mid Penn Bank,8,Financial Center Performance Meetings,ACTIVE,No,0,2022-07-19 17:36:25,,,,,,0,3,0,3,
Mid Penn Bank,10,Quarterly Check-ins,ACTIVE,No,0,2022-08-05 15:09:50,,,,,,0,0,18,18,
Mid Penn Bank,10,Quarterly Check-ins,ACTIVE,No,0,2022-08-05 15:09:50,,,,,,0,13,0,13,
Mid Penn Bank,10,Quarterly Check-ins,ACTIVE,No,0,2022-08-05 15:09:50,,,,,,1,0,0,1,
Mid Penn Bank,5,Summer Intern Mentorship Program 2022,ACTIVE,No,0,2022-05-06 13:58:06,,,,,,34,0,0,34,
Mid Penn Bank,1,Test Career Mentor Program,ACTIVE,No,0,2022-03-17 22:50:53,,,,,,2,0,0,2,
Mid Penn Bank,1,Test Career Mentor Program,ACTIVE,No,0,2022-03-17 22:50:53,,,,,,0,6,0,6,
Mid Penn Bank,1,Test Career Mentor Program,ACTIVE,No,0,2022-03-17 22:50:53,,,,,,0,0,1,1,
Mid Penn Bank,2,Test Emerging Leaders,ACTIVE,No,0,2022-03-21 19:16:24,,,,,,0,0,2,2,
Mid Penn Bank,2,Test Emerging Leaders,ACTIVE,No,0,2022-03-21 19:16:24,,,,,,0,2,0,2,
Mid Penn Bank,6,Test Monthly 1 on 1 meetings,ACTIVE,No,0,2022-05-23 18:25:39,,,,,,0,7,0,7,
Mid Penn Bank,6,Test Monthly 1 on 1 meetings,ACTIVE,No,0,2022-05-23 18:25:39,,,,,,0,0,2,2,
Mid Penn Bank,3,Career Mentor Program,ACTIVE,No,0,2022-03-28 14:14:51,,,,,,,,,,53
Mid Penn Bank,8,Financial Center Performance Meetings,ACTIVE,No,0,2022-07-19 17:36:25,,,,,,,,,,6
Mid Penn Bank,1,Test Career Mentor Program,ACTIVE,No,0,2022-03-17 22:50:53,,,,,,,,,,42
Mid Penn Bank,2,Test Emerging Leaders,ACTIVE,No,0,2022-03-21 19:16:24,,,,,,,,,,1
Mid Penn Bank,6,Test Monthly 1 on 1 meetings,ACTIVE,No,0,2022-05-23 18:25:39,,,,,,,,,,15
City of Atlanta,1,City of Atlanta S.E.E.D. Program,ENROLL,No,0,2022-03-17 21:11:34,,5,0,0,0,,,,,
Hearst Health,2,2021 Hearst Health Mentor Program,ACTIVE,No,0,2021-03-10 16:24:33,0,,,,,,,,,
Hearst Health,3,2022 Hearst Health Mentor Program,ACTIVE,No,0,2022-04-28 12:46:49,84,,,,,,,,,
Hearst Health,4,Content Development,ACTIVE,No,0,2022-05-19 15:51:47,2,,,,,,,,,
Hearst Health,2,2021 Hearst Health Mentor Program,ACTIVE,No,0,2021-03-10 16:24:33,,6,2,2,2,,,,,
Hearst Health,3,2022 Hearst Health Mentor Program,ACTIVE,No,0,2022-04-28 12:46:49,,123,61,39,100,,,,,
Hearst Health,4,Content Development,ACTIVE,No,0,2022-05-19 15:51:47,,2,0,0,0,,,,,
Hearst Health,2,2021 Hearst Health Mentor Program,ACTIVE,No,0,2021-03-10 16:24:33,,,,,,0,0,1,1,
Hearst Health,3,2022 Hearst Health Mentor Program,ACTIVE,No,0,2022-04-28 12:46:49,,,,,,0,30,0,30,
Hearst Health,3,2022 Hearst Health Mentor Program,ACTIVE,No,0,2022-04-28 12:46:49,,,,,,0,0,35,35,
Hearst Health,4,Content Development,ACTIVE,No,0,2022-05-19 15:51:47,,,,,,0,1,0,1,
Hearst Health,3,2022 Hearst Health Mentor Program,ACTIVE,No,0,2022-04-28 12:46:49,,,,,,,,,,31
Hearst Tech Group,2,Tech Services Mentor Program,ACTIVE,No,0,2021-02-25 20:27:52,,1,0,0,0,,,,,
Hearst Transportation,1,2022 Transportation Mentor Program,ACTIVE,No,0,2021-04-23 19:21:54,,1,0,0,0,,,,,
AHLAF 4X,3,AHLAF Mentoring Program,ACTIVE,No,0,2021-09-29 15:42:58,160,,,,,,,,,
AHLAF 4X,3,AHLAF Mentoring Program,ACTIVE,No,0,2021-09-29 15:42:58,,96,48,35,90,,,,,
AHLAF 4X,3,AHLAF Mentoring Program,ACTIVE,No,0,2021-09-29 15:42:58,,,,,,0,31,0,31,
AHLAF 4X,3,AHLAF Mentoring Program,ACTIVE,No,0,2021-09-29 15:42:58,,,,,,0,0,12,12,
AHLAF 4X,3,AHLAF Mentoring Program,ACTIVE,No,0,2021-09-29 15:42:58,,,,,,1,0,0,1,
AHLAF 4X,3,AHLAF Mentoring Program,ACTIVE,No,0,2021-09-29 15:42:58,,,,,,,,,,49
Hearst Fitch Group,3,MentorPoint,ACTIVE,No,0,2021-09-29 15:42:58,138,,,,,,,,,
Hearst Fitch Group,3,MentorPoint,ACTIVE,No,0,2021-09-29 15:42:58,,448,157,92,318,,,,,
Hearst Fitch Group,3,MentorPoint,ACTIVE,No,0,2021-09-29 15:42:58,,,,,,0,0,81,81,
Hearst Fitch Group,3,MentorPoint,ACTIVE,No,0,2021-09-29 15:42:58,,,,,,0,45,0,45,
Hearst Fitch Group,3,MentorPoint,ACTIVE,No,0,2021-09-29 15:42:58,,,,,,2,0,0,2,
Hearst Fitch Group,3,MentorPoint,ACTIVE,No,0,2021-09-29 15:42:58,,,,,,,,,,51
CPCC,1,Equity in Contracting Initiative,ACTIVE,No,0,2021-11-12 21:42:39,440,,,,,,,,,
CPCC,1,Equity in Contracting Initiative,ACTIVE,No,0,2021-11-12 21:42:39,,51,26,15,113,,,,,
CPCC,1,Equity in Contracting Initiative,ACTIVE,No,0,2021-11-12 21:42:39,,,,,,35,0,0,35,
CPCC,1,Equity in Contracting Initiative,ACTIVE,No,0,2021-11-12 21:42:39,,,,,,0,40,0,40,
CPCC,1,Equity in Contracting Initiative,ACTIVE,No,0,2021-11-12 21:42:39,,,,,,0,0,25,25,
CPCC,1,Equity in Contracting Initiative,ACTIVE,No,0,2021-11-12 21:42:39,,,,,,,,,,162
Abbvie,4,D E & I Anonymous Matching Program,ACTIVE,No,0,2021-09-29 21:16:56,0,,,,,,,,,
Abbvie,14,FST 2022 Mentoring Program,ACTIVE,No,0,2021-12-30 19:43:55,197,,,,,,,,,
Abbvie,13,Circle Test,ACTIVE,No,0,2021-11-09 20:12:25,,3,0,0,0,,,,,
Abbvie,4,D E & I Anonymous Matching Program,ACTIVE,No,0,2021-09-29 21:16:56,,10,2,3,3,,,,,
Abbvie,1,D E & I Mentoring Program,ACTIVE,No,0,2021-09-13 17:23:09,,4,0,0,0,,,,,
Abbvie,5,Emerging Leaders Circle Mentoring,ACTIVE,No,0,2021-10-07 3:45:25,,5,0,0,0,,,,,
Abbvie,14,FST 2022 Mentoring Program,ACTIVE,No,0,2021-12-30 19:43:55,,37,0,0,0,,,,,
Abbvie,4,D E & I Anonymous Matching Program,ACTIVE,No,0,2021-09-29 21:16:56,,,,,,0,0,2,2,
Abbvie,14,FST 2022 Mentoring Program,ACTIVE,No,0,2021-12-30 19:43:55,,,,,,0,17,0,17,
Abbvie,14,FST 2022 Mentoring Program,ACTIVE,No,0,2021-12-30 19:43:55,,,,,,0,0,2,2,
Abbvie,14,FST 2022 Mentoring Program,ACTIVE,No,0,2021-12-30 19:43:55,,,,,,1,0,0,1,
Abbvie,14,FST 2022 Mentoring Program,ACTIVE,No,0,2021-12-30 19:43:55,,,,,,,,,,1
Johnson & Johnson,1,Upward Connections,ACTIVE,No,0,2021-03-26 20:16:28,140,,,,,,,,,
Johnson & Johnson,1,Upward Connections,ACTIVE,No,0,2021-03-26 20:16:28,,48,0,0,0,,,,,
Johnson & Johnson,1,Upward Connections,ACTIVE,No,0,2021-03-26 20:16:28,,,,,,0,20,0,20,
Johnson & Johnson,1,Upward Connections,ACTIVE,No,0,2021-03-26 20:16:28,,,,,,0,0,2,2,
Johnson & Johnson,1,Upward Connections,ACTIVE,No,0,2021-03-26 20:16:28,,,,,,,,,,27
SMPA,1,MAP Mentoring Component,ACTIVE,No,0,2019-09-17 17:05:01,4,,,,,,,,,
SMPA,3,"Mentoring Program Demo ""Network Connect""",ACTIVE,No,0,2022-04-18 19:33:56,0,,,,,,,,,
SMPA,1,MAP Mentoring Component,ACTIVE,No,0,2019-09-17 17:05:01,,36,0,0,0,,,,,
SMPA,3,"Mentoring Program Demo ""Network Connect""",ACTIVE,No,0,2022-04-18 19:33:56,,21,2,1,2,,,,,
SMPA,1,MAP Mentoring Component,ACTIVE,No,0,2019-09-17 17:05:01,,,,,,0,1,0,1,
SMPA,3,"Mentoring Program Demo ""Network Connect""",ACTIVE,No,0,2022-04-18 19:33:56,,,,,,0,0,1,1,
SMPA,1,MAP Mentoring Component,ACTIVE,No,0,2019-09-17 17:05:01,,,,,,,,,,1
BMW,4,BMW EnGauge Mentoring Program 2021 - 2022,ACTIVE,No,0,2021-10-04 13:23:02,61,,,,,,,,,
BMW,4,BMW EnGauge Mentoring Program 2021 - 2022,ACTIVE,No,0,2021-10-04 13:23:02,,44,0,0,0,,,,,
BMW,4,BMW EnGauge Mentoring Program 2021 - 2022,ACTIVE,No,0,2021-10-04 13:23:02,,,,,,0,0,11,11,
BMW,4,BMW EnGauge Mentoring Program 2021 - 2022,ACTIVE,No,0,2021-10-04 13:23:02,,,,,,1,0,0,1,
BMW,4,BMW EnGauge Mentoring Program 2021 - 2022,ACTIVE,No,0,2021-10-04 13:23:02,,,,,,0,9,0,9,
BMW,4,BMW EnGauge Mentoring Program 2021 - 2022,ACTIVE,No,0,2021-10-04 13:23:02,,,,,,,,,,31
Hearst Television,2,Hearst TV DE&I Mentoring Program,ACTIVE,Yes,1,2021-09-23 14:50:44,0,,,,,,,,,
Hearst Television,2,Hearst TV DE&I Mentoring Program,ACTIVE,Yes,1,2021-09-23 14:50:44,,3571,2,2,3,,,,,
Hearst Television,1,Test Environment,ACTIVE,Yes,1,2020-11-16 22:47:24,,2,0,0,0,,,,,
Hearst Television,2,Hearst TV DE&I Mentoring Program,ACTIVE,Yes,1,2021-09-23 14:50:44,,,,,,0,0,1,1,
Long Beach VA Mentor Connection,1,LBVA Nurse Mentorship Program,ENROLL,No,0,2021-10-20 16:11:57,0,,,,,,,,,
Long Beach VA Mentor Connection,1,LBVA Nurse Mentorship Program,ENROLL,No,0,2021-10-20 16:11:57,,6,1,1,1,,,,,
Long Beach VA Mentor Connection,2,LBVA Supervisor Mentorship Program,INACTIVE,No,0,2021-10-23 23:32:52,,3,0,0,0,,,,,
Long Beach VA Mentor Connection,1,LBVA Nurse Mentorship Program,ENROLL,No,0,2021-10-20 16:11:57,,,,,,0,0,1,1,
Reynolds 4,7,Virginia Union Mentoring Program,ACTIVE,No,0,2021-12-17 19:11:11,3,,,,,,,,,
Reynolds 4,4,Reynolds Mentoring Circles,ACTIVE,No,0,2021-12-01 19:05:14,,1,0,0,0,,,,,
Reynolds 4,7,Virginia Union Mentoring Program,ACTIVE,No,0,2021-12-17 19:11:11,,2,0,0,0,,,,,
Reynolds 4,7,Virginia Union Mentoring Program,ACTIVE,No,0,2021-12-17 19:11:11,,,,,,0,1,0,1,